105.568	105.463	105.368	105.297	105.26	105.267	105.321	105.417	105.547	105.696	105.848	105.987	106.097	106.167	106.189	106.158	106.073	105.939	105.767	105.571	105.377	105.21	105.099	105.07	105.134	105.291	105.527	105.816	106.134	106.459	106.774	107.069	107.339	107.584	107.807	108.009	108.195	108.364	108.514	108.644	108.745	108.811	108.835	108.807	108.721	108.572	108.357	108.076	107.732	107.335	106.901	106.453	106.024	105.65	105.366	105.196	105.145	105.197	105.321	105.48	105.642	105.78	105.876	105.921	105.909	105.842	105.726	105.569	105.383	105.184	104.988	104.811	104.667	104.566	104.513	104.508	104.543
105.526	105.412	105.307	105.225	105.18	105.18	105.231	105.328	105.46	105.614	105.77	105.912	106.023	106.092	106.109	106.07	105.976	105.834	105.658	105.467	105.292	105.164	105.116	105.17	105.331	105.589	105.916	106.282	106.657	107.018	107.349	107.644	107.899	108.117	108.304	108.465	108.606	108.732	108.843	108.939	109.014	109.062	109.074	109.042	108.958	108.815	108.608	108.336	108.002	107.613	107.183	106.733	106.293	105.899	105.585	105.379	105.29	105.307	105.401	105.539	105.685	105.814	105.905	105.948	105.936	105.871	105.757	105.604	105.422	105.226	105.032	104.854	104.707	104.599	104.535	104.514	104.531
105.48	105.357	105.242	105.15	105.096	105.091	105.139	105.237	105.375	105.535	105.699	105.848	105.965	106.036	106.054	106.014	105.919	105.777	105.606	105.431	105.287	105.211	105.234	105.375	105.63	105.975	106.377	106.798	107.209	107.587	107.92	108.201	108.431	108.613	108.755	108.866	108.956	109.03	109.094	109.149	109.193	109.218	109.218	109.181	109.1	108.965	108.77	108.513	108.194	107.82	107.402	106.96	106.522	106.12	105.791	105.561	105.444	105.431	105.5	105.615	105.746	105.863	105.948	105.987	105.974	105.911	105.801	105.652	105.476	105.287	105.098	104.924	104.776	104.665	104.592	104.557	104.555
105.432	105.302	105.177	105.076	105.014	105.004	105.05	105.152	105.296	105.466	105.642	105.801	105.928	106.008	106.032	105.997	105.907	105.772	105.615	105.465	105.36	105.34	105.435	105.656	105.991	106.406	106.861	107.319	107.75	108.133	108.456	108.716	108.913	109.054	109.147	109.202	109.233	109.249	109.259	109.267	109.274	109.273	109.258	109.217	109.14	109.016	108.838	108.6	108.302	107.949	107.551	107.126	106.699	106.303	105.97	105.728	105.592	105.558	105.604	105.7	105.814	105.92	105.996	106.031	106.017	105.956	105.85	105.708	105.541	105.361	105.182	105.015	104.873	104.762	104.684	104.637	104.617
105.388	105.251	105.119	105.009	104.94	104.925	104.971	105.077	105.23	105.413	105.602	105.777	105.917	106.01	106.045	106.02	105.941	105.82	105.681	105.559	105.495	105.529	105.688	105.977	106.373	106.839	107.331	107.811	108.25	108.628	108.937	109.171	109.333	109.43	109.47	109.466	109.433	109.385	109.334	109.288	109.252	109.222	109.19	109.145	109.074	108.965	108.807	108.594	108.323	107.998	107.626	107.226	106.82	106.438	106.111	105.868	105.723	105.674	105.703	105.782	105.881	105.975	106.043	106.072	106.058	105.998	105.898	105.765	105.609	105.443	105.277	105.124	104.992	104.885	104.805	104.75	104.714
105.351	105.21	105.072	104.955	104.879	104.86	104.906	105.017	105.181	105.378	105.584	105.775	105.933	106.042	106.092	106.081	106.016	105.912	105.794	105.699	105.671	105.75	105.961	106.3	106.741	107.241	107.756	108.247	108.687	109.057	109.348	109.556	109.683	109.734	109.721	109.656	109.556	109.437	109.318	109.211	109.125	109.06	109.01	108.961	108.9	108.811	108.679	108.497	108.259	107.967	107.629	107.26	106.882	106.522	106.211	105.975	105.828	105.771	105.787	105.852	105.938	106.02	106.079	106.103	106.087	106.031	105.937	105.815	105.673	105.524	105.377	105.241	105.124	105.028	104.952	104.892	104.844
105.325	105.183	105.04	104.917	104.835	104.812	104.859	104.976	105.15	105.362	105.585	105.796	105.973	106.1	106.168	106.173	106.124	106.036	105.937	105.865	105.865	105.976	106.221	106.595	107.065	107.587	108.116	108.612	109.05	109.41	109.683	109.865	109.958	109.967	109.901	109.774	109.603	109.409	109.214	109.038	108.895	108.79	108.719	108.669	108.621	108.557	108.458	108.314	108.116	107.864	107.566	107.234	106.889	106.558	106.269	106.046	105.904	105.844	105.851	105.904	105.978	106.048	106.098	106.117	106.099	106.046	105.96	105.85	105.725	105.596	105.472	105.359	105.262	105.181	105.114	105.056	105
105.314	105.172	105.028	104.9	104.813	104.786	104.832	104.953	105.137	105.363	105.604	105.835	106.032	106.178	106.264	106.286	106.252	106.178	106.093	106.035	106.051	106.181	106.446	106.838	107.324	107.859	108.395	108.895	109.329	109.68	109.938	110.098	110.16	110.128	110.012	109.824	109.582	109.31	109.034	108.78	108.572	108.422	108.328	108.277	108.247	108.215	108.157	108.057	107.906	107.7	107.446	107.155	106.848	106.55	106.287	106.082	105.95	105.89	105.892	105.935	105.996	106.055	106.095	106.108	106.087	106.036	105.959	105.863	105.757	105.652	105.554	105.468	105.396	105.336	105.284	105.232	105.174
105.32	105.182	105.037	104.907	104.814	104.781	104.825	104.947	105.139	105.377	105.635	105.884	106.101	106.267	106.37	106.408	106.387	106.323	106.245	106.193	106.212	106.345	106.614	107.012	107.505	108.046	108.587	109.089	109.521	109.866	110.112	110.254	110.29	110.223	110.061	109.816	109.506	109.155	108.794	108.458	108.178	107.976	107.857	107.808	107.803	107.809	107.799	107.75	107.65	107.494	107.286	107.04	106.772	106.509	106.274	106.09	105.969	105.912	105.909	105.943	105.992	106.038	106.067	106.071	106.047	105.997	105.927	105.846	105.762	105.683	105.615	105.561	105.519	105.485	105.451	105.411	105.356
105.346	105.214	105.07	104.936	104.837	104.797	104.835	104.956	105.151	105.398	105.67	105.937	106.172	106.356	106.476	106.528	106.517	106.459	106.381	106.324	106.334	106.456	106.715	107.107	107.598	108.141	108.686	109.191	109.625	109.968	110.208	110.337	110.353	110.259	110.059	109.765	109.393	108.968	108.526	108.106	107.752	107.497	107.353	107.308	107.331	107.381	107.422	107.427	107.379	107.273	107.111	106.906	106.677	106.447	106.24	106.076	105.967	105.914	105.908	105.931	105.967	105.998	106.013	106.005	105.975	105.924	105.862	105.795	105.733	105.683	105.649	105.63	105.622	105.617	105.608	105.585	105.538
